Rk,Player,G,A,PTS,+/-,PIM,GoalsEV,GoalsPP,GoalsSH,GoalsGW,AssistsEV,AssistsPP,AssistsSH,S,S%,SHFT,TOI,Team,Opp,Loc,Date,Season,Cumulative_Goals,Cumulative_Points,Cumulative_Game,Cumulative_PIM,Cumulative_Shots,G_p_Gm,A_p_Gm,Pts_p_Gm,PIM_p_Gm,Shots_p_Gm,G_Lg_Avg,A_Lg_Avg,Pts_Lg_Avg,PIM_Lg_Avg,Cumul_PPG,Cumul_GPG,Cumul_SPG,Rel_Goals,Rel_Assists,Rel_PIM
11,Michael Grabner,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,15.026666666666666,Arizona Coyotes,New Jersey Devils,Away,20190323,Regular_1819,3,4,9,0,17,0.1875,0.125,0.3125,0,1.5,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.4444444444444444,0.3333333333333333,1.8888888888888888,1.1774178832116788,0.4702120682116309,0
12,Vinnie Hinostroza,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,21,16.093333333333334,Arizona Coyotes,New Jersey Devils,Away,20190323,Regular_1819,4,4,9,2,30,0.3125,0.25,0.5625,0.25,3.125,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.4444444444444444,0.4444444444444444,3.3333333333333335,1.9623631386861313,0.9404241364232618,0.62758972862562
13,Niklas Hjalmarsson,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,21.48,Arizona Coyotes,New Jersey Devils,Away,20190323,Regular_1819,0,0,9,4,7,0,0,0,0.375,0.6875,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0.7777777777777778,0,0,0.94138459293843
14,Clayton Keller,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,20.2,Arizona Coyotes,New Jersey Devils,Away,20190323,Regular_1819,2,5,9,0,23,0.125,0.25,0.375,0.125,2.625,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5555555555555556,0.2222222222222222,2.5555555555555554,0.7849452554744525,0.9404241364232618,0.31379486431281
15,Jordan Oesterle,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,25,18.986666666666668,Arizona Coyotes,New Jersey Devils,Away,20190323,Regular_1819,0,0,9,2,7,0,0,0,0.13333333333333333,1.0666666666666667,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0.7777777777777778,0,0,0.334714521933664
16,Richard Panik,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,25,16.040000000000003,Arizona Coyotes,New Jersey Devils,Away,20190323,Regular_1819,2,3,9,4,13,0.2,0.06666666666666667,0.26666666666666666,0.6666666666666666,2.2,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0.2222222222222222,1.4444444444444444,1.255912408759124,0.2507797697128698,1.67357260966832
17,Brad Richardson,0,0,0,-1,0,0,0,0,0,0,0,0,0,,26,17.49333333333333,Arizona Coyotes,New Jersey Devils,Away,20190323,Regular_1819,1,4,9,0,9,0.1875,0.1875,0.375,0,1.875,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.4444444444444444,0.1111111111111111,1,1.1774178832116788,0.7053181023174464,0
18,Derek Stepan,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,20.040000000000003,Arizona Coyotes,New Jersey Devils,Away,20190323,Regular_1819,0,0,1,0,0,0.25,0.125,0.375,0,1.875,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0,1.569890510948905,0.4702120682116309,0
1,Kenny Agostino,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,17.213333333333328,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,3,6,9,2,17,0.2,0.4,0.6,0.4,1.4666666666666666,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.6666666666666666,0.3333333333333333,1.8888888888888888,1.255912408759124,1.5046786182772192,1.004143565800992
2,Connor Carrick,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,17.50666666666667,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,0,3,9,2,9,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.4,1.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0,1,0.41863746958637466,1.0031190788514792,1.004143565800992
3,Blake Coleman,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,19,19.2,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,3,4,9,16,24,0.26666666666666666,0.13333333333333333,0.4,1.5333333333333334,2.8,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.4444444444444444,0.3333333333333333,2.6666666666666665,1.6745498783454986,0.5015595394257396,3.8492170022371366
4,Andy Greene,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,23,20.26666666666667,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,0,3,9,0,10,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.26666666666666666,1.2,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0,1.1111111111111112,0.41863746958637466,1.0031190788514792,0.669429043867328
5,Nico Hischier,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,22,21.213333333333328,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,0,0,1,0,4,0,0.42857142857142855,0.42857142857142855,1.4285714285714286,2.5714285714285716,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,4,0,1.6121556624398774,3.586227020717829
6,Michael McLeod,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,17,12.173333333333332,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,0,1,9,4,14,0,0.2,0.2,0.6,1.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.1111111111111111,0,1.5555555555555556,0,0.7523393091386096,1.506215348701488
7,Mirco Mueller,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,19.093333333333334,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,0,0,1,0,0,0,0.16666666666666666,0.16666666666666666,0,0.5,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0,0,0.6269494242821746,0
8,Stefan Noesen,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,12.146666666666667,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,1,1,8,2,18,0.07692307692307693,0,0.07692307692307693,0.15384615384615385,2.3076923076923075,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.125,0.125,2.25,0.48304323413812467,0,0.38620906376961234
9,Kyle Palmieri,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,21,19.560000000000002,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,1,2,8,4,21,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.36363636363636365,2.5454545454545454,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0.125,2.625,0.5708692767086927,0.3419724132448225,0.912857787091811
10,John Quenneville,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,12.133333333333335,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,1,1,3,0,4,0.3333333333333333,0,0.3333333333333333,0,1.3333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0931873479318734,0,0
11,Kevin Rooney,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,15.386666666666665,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,2,3,7,0,8,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.15384615384615385,1.2307692307692308,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.42857142857142855,0.2857142857142857,1.1428571428571428,0.9660864682762493,0.5787225454912381,0.38620906376961234
12,Steven Santini,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,18.186666666666667,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,0,0,9,2,10,0,0.06666666666666667,0.06666666666666667,0.26666666666666666,1.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1.1111111111111112,0,0.2507797697128698,0.669429043867328
13,Damon Severson,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,26,25.959999999999997,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,2,4,9,2,22,0.13333333333333333,0.26666666666666666,0.4,0.26666666666666666,2.3333333333333335,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.4444444444444444,0.2222222222222222,2.4444444444444446,0.8372749391727493,1.0031190788514792,0.669429043867328
14,Drew Stafford,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,16,14.853333333333333,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,2,3,9,6,10,0.2,0.13333333333333333,0.3333333333333333,0.4,1.4,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0.2222222222222222,1.1111111111111112,1.255912408759124,0.5015595394257396,1.004143565800992
15,Sami Vatanen,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,20.066666666666663,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,0,0,1,0,1,0,0,0,0,1,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1,0,0,0
16,Miles Wood,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,18,14.853333333333333,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,0,1,1,0,4,0.2857142857142857,0.14285714285714285,0.42857142857142855,2.7142857142857144,2.7142857142857144,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0,4,1.7941605839416057,0.5373852208132924,6.813831339363875
17,Pavel Zacha,0,1,1,1,0,0,0,0,0,1,0,0,0,,23,19.013333333333332,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,0,2,2,0,1,0.25,0.75,1,0.25,1.625,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0,0.5,1.569890510948905,2.8212724092697856,0.62758972862562
18,Travis Zajac,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,21,19.106666666666666,New Jersey Devils,Arizona Coyotes,Home,20190323,Regular_1819,2,3,9,2,8,0.26666666666666666,0.26666666666666666,0.5333333333333333,0.26666666666666666,1.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0.2222222222222222,0.8888888888888888,1.6745498783454986,1.0031190788514792,0.669429043867328
1,Josh Bailey,2,0,2,3,0,2,0,0,1,0,0,0,2,100.0,18,18.853333333333335,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,2,2,9,2,14,0.125,0.25,0.375,0.25,1.5,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.2222222222222222,0.2222222222222222,1.5555555555555556,0.7849452554744525,0.9404241364232618,0.62758972862562
2,Mathew Barzal,0,1,1,1,0,0,0,0,0,1,0,0,0,,14,15.533333333333331,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,0,7,9,4,15,0.0625,0.5625,0.625,0.5,2.0625,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.7777777777777778,0,1.6666666666666667,0.39247262773722624,2.1159543069523394,1.25517945725124
3,Anthony Beauvillier,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,12.906666666666666,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,1,2,9,0,12,0.1875,0.1875,0.375,0,1.5,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.2222222222222222,0.1111111111111111,1.3333333333333333,1.1774178832116788,0.7053181023174464,0
4,Johnny Boychuk,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,23,17.853333333333335,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,0,1,3,2,9,0,0.2222222222222222,0.2222222222222222,0.6666666666666666,1.3333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0,3,0,0.8359325657095661,1.67357260966832
5,Casey Cizikas,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,21,17.360000000000003,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,1,1,7,6,12,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,1.5714285714285714,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.14285714285714285,0.14285714285714285,1.7142857142857142,0.8970802919708029,0.5373852208132924,1.4344908082871315
6,Cal Clutterbuck,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,21,15.64,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,0,1,7,2,8,0,0.21428571428571427,0.21428571428571427,0.14285714285714285,1.5,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.14285714285714285,0,1.1428571428571428,0,0.8060778312199387,0.3586227020717829
7,Jordan Eberle,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,14,16.573333333333334,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,1,1,9,0,21,0.375,0.0625,0.4375,0,2.125,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.1111111111111111,0.1111111111111111,2.3333333333333335,2.3548357664233577,0.23510603410581546,0
8,Tanner Fritz,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,9.613333333333335,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,0,0,2,0,1,0,0,0,0,0.75,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0.5,0,0,0
9,Leo Komarov,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,16,14.88,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,0,2,9,4,5,0,0.3125,0.3125,0.375,0.8125,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.2222222222222222,0,0.5555555555555556,0,1.1755301705290773,0.94138459293843
10,Andrew Ladd,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,16,14.439999999999998,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,0,1,7,4,7,0,0.125,0.125,0.5,1.125,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.14285714285714285,0,1,0,0.4702120682116309,1.25517945725124
11,Nick Leddy,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,24,19.333333333333332,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,2,4,9,0,14,0.125,0.1875,0.3125,0,1.75,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.4444444444444444,0.2222222222222222,1.5555555555555556,0.7849452554744525,0.7053181023174464,0
12,Anders Lee,0,0,0,1,0,0,0,0,0,0,0,0,0,,17,17.120000000000005,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,4,4,9,2,24,0.3125,0.1875,0.5,0.125,2,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.4444444444444444,0.4444444444444444,2.6666666666666665,1.9623631386861313,0.7053181023174464,0.31379486431281
13,Matt Martin,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,17,13.173333333333332,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,0,0,8,17,8,0.06666666666666667,0,0.06666666666666667,1.1333333333333333,1.0666666666666667,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1,0.41863746958637466,0,2.8450734364361443
14,Scott Mayfield,0,1,1,1,2,0,0,0,0,1,0,0,4,0.0,20,20.360000000000003,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,1,2,9,16,14,0.0625,0.0625,0.125,1.125,1.625,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.2222222222222222,0.1111111111111111,1.5555555555555556,0.39247262773722624,0.23510603410581546,2.82415377881529
15,Brock Nelson,1,1,2,3,0,1,0,0,0,1,0,0,2,50.0,19,19.360000000000003,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,2,5,9,4,14,0.25,0.3125,0.5625,0.25,2.25,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5555555555555556,0.2222222222222222,1.5555555555555556,1.569890510948905,1.1755301705290773,0.62758972862562
16,Adam Pelech,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,23,18.77333333333333,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,1,4,9,6,16,0.0625,0.375,0.4375,0.5,1.8125,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.4444444444444444,0.1111111111111111,1.7777777777777777,0.39247262773722624,1.4106362046348928,1.25517945725124
17,Ryan Pulock,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,23,21.346666666666664,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,1,2,9,2,22,0.125,0.25,0.375,0.25,2.625,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.2222222222222222,0.1111111111111111,2.4444444444444446,0.7849452554744525,0.9404241364232618,0.62758972862562
18,Devon Toews,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,21,19.373333333333335,New York Islanders,Philadelphia Flyers,Away,20190323,Regular_1819,0,3,9,2,16,0,0.3125,0.3125,0.25,1.9375,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0,1.7777777777777777,0,1.1755301705290773,0.62758972862562
1,Justin Bailey,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,2.5066666666666664,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,0,1,3,0,1,0,0.2,0.2,0.4,0.6,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0,0.3333333333333333,0,0.7523393091386096,1.004143565800992
2,Sean Couturier,0,1,1,-3,0,0,0,0,0,0,1,0,0,,22,21.120000000000005,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,4,10,8,2,19,0.4,0.4666666666666667,0.8666666666666667,0.9333333333333333,2.933333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1.25,0.5,2.375,2.511824817518248,1.755458387990089,2.3430016535356484
3,Claude Giroux,0,1,1,-2,0,0,0,0,0,0,1,0,2,0.0,24,20.933333333333337,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,0,8,8,0,30,0.13333333333333333,0.7333333333333333,0.8666666666666667,0,2.7333333333333334,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0,3.75,0.8372749391727493,2.758577466841568,0
4,Shayne Gostisbehere,1,0,1,-2,0,0,1,0,0,0,0,0,3,33.3,20,16.013333333333335,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,2,8,8,6,17,0.21428571428571427,0.42857142857142855,0.6428571428571429,0.5714285714285714,1.9285714285714286,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0.25,2.125,1.3456204379562042,1.6121556624398774,1.4344908082871315
5,Radko Gudas,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,20,21.013333333333332,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,1,4,8,10,16,0.14285714285714285,0.21428571428571427,0.35714285714285715,1,1.7857142857142858,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0.125,2,0.8970802919708029,0.8060778312199387,2.51035891450248
6,Robert Hagg,1,0,1,-1,4,1,0,0,0,0,0,0,1,100.0,18,16.26666666666667,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,1,3,8,4,7,0.06666666666666667,0.2,0.26666666666666666,0.4,0.7333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.375,0.125,0.875,0.41863746958637466,0.7523393091386096,1.004143565800992
7,Ryan Hartman,0,1,1,-1,2,0,0,0,0,1,0,0,3,0.0,10,10.693333333333333,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,1,3,7,8,12,0.14285714285714285,0.21428571428571427,0.35714285714285715,1.7142857142857142,1.7142857142857142,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.42857142857142855,0.14285714285714285,1.7142857142857142,0.8970802919708029,0.8060778312199387,4.303472424861394
8,Corban Knight,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,9.013333333333335,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,1,1,8,0,4,0.06666666666666667,0.2,0.26666666666666666,0,0.4,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.125,0.125,0.5,0.41863746958637466,0.7523393091386096,0
9,Travis Konecny,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,13.4,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,1,4,8,0,10,0.2,0.26666666666666666,0.4666666666666667,0.13333333333333333,2.2,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0.125,1.25,1.255912408759124,1.0031190788514792,0.334714521933664
10,Scott Laughton,0,0,0,1,0,0,0,0,0,0,0,0,0,,18,17.26666666666667,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,2,3,8,0,14,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.13333333333333333,2,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.375,0.25,1.75,0.8372749391727493,1.2538988485643492,0.334714521933664
11,Oskar Lindblom,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,16.386666666666667,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,1,2,8,0,18,0.3333333333333333,0.06666666666666667,0.4,0,2.2666666666666666,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0.125,2.25,2.0931873479318734,0.2507797697128698,0
12,Philippe Myers,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,15.426666666666668,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,0,0,7,2,10,0,0,0,0.15384615384615385,1.0769230769230769,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1.4285714285714286,0,0,0.38620906376961234
13,Nolan Patrick,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,20.546666666666663,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,1,4,8,0,11,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.15384615384615385,1.2307692307692308,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0.125,1.375,0.48304323413812467,1.1574450909824763,0.38620906376961234
14,Ivan Provorov,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,26,29.333333333333332,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,0,1,8,0,11,0,0.13333333333333333,0.13333333333333333,0,1.6,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.125,0,1.375,0,0.5015595394257396,0
15,Michael Raffl,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,7.773333333333333,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,1,2,7,4,4,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.5714285714285714,0.9285714285714286,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.44854014598540143,0.2686926104066462,1.4344908082871315
16,Travis Sanheim,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,21.413333333333338,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,0,2,8,4,6,0,0.4,0.4,0.6666666666666666,1.5333333333333334,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0,0.75,0,1.5046786182772192,1.67357260966832
17,James van Riemsdyk,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,23,21.26666666666667,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,7,9,8,0,27,0.5333333333333333,0.3333333333333333,0.8666666666666667,0.13333333333333333,3.4,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1.125,0.875,3.375,3.3490997566909972,1.2538988485643492,0.334714521933664
18,Jakub Voracek,0,0,0,-1,2,0,0,0,0,0,0,0,4,0.0,18,17.24,Philadelphia Flyers,New York Islanders,Home,20190323,Regular_1819,1,4,6,11,11,0.15384615384615385,0.38461538461538464,0.5384615384615384,0.8461538461538461,2.6153846153846154,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.6666666666666666,0.16666666666666666,1.8333333333333333,0.9660864682762493,1.4468063637280952,2.1241498507328678
1,Ryan Callahan,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,11,8.226666666666667,Tampa Bay Lightning,St. Louis Blues,Away,20190323,Regular_1819,1,1,3,0,10,0.14285714285714285,0.14285714285714285,0.2857142857142857,0,1.7142857142857142,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.8970802919708029,0.5373852208132924,0
2,Erik Cernak,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,24,21.293333333333333,Tampa Bay Lightning,St. Louis Blues,Away,20190323,Regular_1819,1,3,9,14,20,0.13333333333333333,0.2,0.3333333333333333,2.066666666666667,2.4,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0.1111111111111111,2.2222222222222223,0.8372749391727493,0.7523393091386096,5.188075089971793
3,Anthony Cirelli,0,1,1,0,0,0,0,0,0,0,0,1,1,0.0,20,18.360000000000003,Tampa Bay Lightning,St. Louis Blues,Away,20190323,Regular_1819,4,8,9,0,16,0.4,0.3333333333333333,0.7333333333333333,0.3333333333333333,1.5333333333333334,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.8888888888888888,0.4444444444444444,1.7777777777777777,2.511824817518248,1.2538988485643492,0.83678630483416
4,Braydon Coburn,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,12.88,Tampa Bay Lightning,St. Louis Blues,Away,20190323,Regular_1819,0,1,9,2,18,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.6666666666666666,1.6,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.1111111111111111,0,2,0.41863746958637466,1.0031190788514792,1.67357260966832
5,Adam Erne,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,8.186666666666667,Tampa Bay Lightning,St. Louis Blues,Away,20190323,Regular_1819,0,1,7,0,8,0,0.15384615384615385,0.15384615384615385,0,1.0769230769230769,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.14285714285714285,0,1.1428571428571428,0,0.5787225454912381,0
6,Victor Hedman,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,23,27.093333333333334,Tampa Bay Lightning,St. Louis Blues,Away,20190323,Regular_1819,2,10,9,4,29,0.2727272727272727,0.8181818181818182,1.0909090909090908,0.36363636363636365,2.909090909090909,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1.1111111111111112,0.2222222222222222,3.2222222222222223,1.712607830126078,3.0777517192034027,0.912857787091811
